k_active,trajectory,seed,control,official_w_corr_global,centered_w_corr_global,alpha_mae,alpha_temporal_variation_ratio,w_temporal_variation_ratio,w_relative_innovation_error
4,complex,20260730,constant_mean_alpha,0.9977246817601311,0.7917529270587302,0.16675369428431078,9.171883673059928e-16,1.0402683075091946e-14,0.5985161227192286
4,complex,20260731,constant_mean_alpha,0.9977246817601311,0.7917529270587302,0.16675369428431078,9.171883673059928e-16,1.0402683075091946e-14,0.5985161227192286
4,complex,20260732,constant_mean_alpha,0.9977246817601311,0.7917529270587302,0.16675369428431078,9.171883673059928e-16,1.0402683075091946e-14,0.5985161227192286
4,complex,20260733,constant_mean_alpha,0.9977246817601311,0.7917529270587302,0.16675369428431078,9.171883673059928e-16,1.0402683075091946e-14,0.5985161227192286
5,simple,20260729,constant_mean_alpha,0.9928200048262408,0.5584791424378379,0.24529920000000002,7.498626982681346e-16,6.296534716899473e-15,0.8197478702280385
5,simple,20260730,constant_mean_alpha,0.9928200048262408,0.5584791424378379,0.24529920000000002,7.498626982681346e-16,6.296534716899473e-15,0.8197478702280385
5,simple,20260731,constant_mean_alpha,0.9928200048262408,0.5584791424378379,0.24529920000000002,7.498626982681346e-16,6.296534716899473e-15,0.8197478702280385
5,simple,20260732,constant_mean_alpha,0.9928200048262408,0.5584791424378379,0.24529920000000002,7.498626982681346e-16,6.296534716899473e-15,0.8197478702280385
5,simple,20260733,constant_mean_alpha,0.9928200048262408,0.5584791424378379,0.24529920000000002,7.498626982681346e-16,6.296534716899473e-15,0.8197478702280385
5,medium,20260729,constant_mean_alpha,0.9961803777859435,0.6728157345537067,0.18824377724563443,6.765140643411633e-16,8.229717427262467e-15,0.7268312040029301
5,medium,20260730,constant_mean_alpha,0.9961803777859435,0.6728157345537067,0.18824377724563443,6.765140643411633e-16,8.229717427262467e-15,0.7268312040029301
5,medium,20260731,constant_mean_alpha,0.9961803777859435,0.6728157345537067,0.18824377724563443,6.765140643411633e-16,8.229717427262467e-15,0.7268312040029301
5,medium,20260732,constant_mean_alpha,0.9961803777859435,0.6728157345537067,0.18824377724563443,6.765140643411633e-16,8.229717427262467e-15,0.7268312040029301
5,medium,20260733,constant_mean_alpha,0.9961803777859435,0.6728157345537067,0.18824377724563443,6.765140643411633e-16,8.229717427262467e-15,0.7268312040029301
5,complex,20260729,constant_mean_alpha,0.9982256219154184,0.7927639254928067,0.13075824590735222,7.785402168591923e-16,1.2247180890297124e-14,0.5939603842391528
5,complex,20260730,constant_mean_alpha,0.9982256219154184,0.7927639254928067,0.13075824590735222,7.785402168591923e-16,1.2247180890297124e-14,0.5939603842391528
5,complex,20260731,constant_mean_alpha,0.9982256219154184,0.7927639254928067,0.13075824590735222,7.785402168591923e-16,1.2247180890297124e-14,0.5939603842391528
5,complex,20260732,constant_mean_alpha,0.9982256219154184,0.7927639254928067,0.13075824590735222,7.785402168591923e-16,1.2247180890297124e-14,0.5939603842391528
5,complex,20260733,constant_mean_alpha,0.9982256219154184,0.7927639254928067,0.13075824590735222,7.785402168591923e-16,1.2247180890297124e-14,0.5939603842391528
6,simple,20260729,constant_mean_alpha,0.9921601439148853,0.5014972805959138,0.22466666666666668,2.6306749317256655e-16,5.811596137402946e-15,0.8550115649038915
6,simple,20260730,constant_mean_alpha,0.9921601439148853,0.5014972805959138,0.22466666666666668,2.6306749317256655e-16,5.811596137402946e-15,0.8550115649038915
6,simple,20260731,constant_mean_alpha,0.9921601439148853,0.5014972805959138,0.22466666666666668,2.6306749317256655e-16,5.811596137402946e-15,0.8550115649038915
6,simple,20260732,constant_mean_alpha,0.9921601439148853,0.5014972805959138,0.22466666666666668,2.6306749317256655e-16,5.811596137402946e-15,0.8550115649038915
6,simple,20260733,constant_mean_alpha,0.9921601439148853,0.5014972805959138,0.22466666666666668,2.6306749317256655e-16,5.811596137402946e-15,0.8550115649038915
6,medium,20260729,constant_mean_alpha,0.99607818320258,0.628679353521263,0.17287749569019903,4.982210610164323e-16,8.14455487160409e-15,0.7630082440985367
6,medium,20260730,constant_mean_alpha,0.99607818320258,0.628679353521263,0.17287749569019903,4.982210610164323e-16,8.14455487160409e-15,0.7630082440985367
6,medium,20260731,constant_mean_alpha,0.99607818320258,0.628679353521263,0.17287749569019903,4.982210610164323e-16,8.14455487160409e-15,0.7630082440985367
6,medium,20260732,constant_mean_alpha,0.99607818320258,0.628679353521263,0.17287749569019903,4.982210610164323e-16,8.14455487160409e-15,0.7630082440985367
6,medium,20260733,constant_mean_alpha,0.99607818320258,0.628679353521263,0.17287749569019903,4.982210610164323e-16,8.14455487160409e-15,0.7630082440985367
